"Барча солиқ турлари бўйича бўйича    ""CAPITAL LOGISTICS 2020"" MAS'ULIYATI CHEKLANGAN JAMIYAT нинг (СТИР: 308020562)    2025 йил учун     Тошкент шаҳар, Янгиҳаёт тумани даги    ШАХСИЙ ҲИСОБВАРАҒИ";;;;;;;;;;;;;;;;;
Шакллантирилган сана ва вақти: 06.02.2026 16:03:54    Манба:  Электрон солиқ хизматлари портали (https://my3.soliq.uz);;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;сўм
Ҳудуд;Солиқ коди;Солиқ номи;Операция санаси;Операция мазмуни;Тўлов муддати;Тўлаш учун ҳисобланган;Камайтирилган;Тўланган;Қайтарилган;Қарздорлик;Ортиқча тўлов;Салбий фарқ;Пеня;Пеня муддати;Туланган пеня;Қолдиқ пеня;Ортиқча тўланган сумма
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;24.06.2025;Возв.сог.Заключ №4414017001 Возв.сог.ПРОТОК ;24.06.2025;0;0;0;12 316,18;0;520,04;0;0;;0;0;520,04
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;24.06.2025;Возв.сог.Заключ №4414019001 Возв.сог.ПРОТОК ;24.06.2025;0;0;0;520,04;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.07.2025;С расчета за 6 м.;15.07.2025;29 331 109,10;0;0;0;29 331 109,10;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.07.2025;Пост.сог.Мемор №143 Прочие ;15.07.2025;0;0;108 921,98;0;29 222 187,12;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;17.07.2025;Пост.сог.Мемор №143 Прочие ;17.07.2025;0;0;1 156 512,96;0;28 065 674,16;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;17.07.2025;Пост.сог.Мемор №143 Прочие ;17.07.2025;0;0;2 329 908,20;0;25 735 765,96;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;17.07.2025;Нач.часть пени 80%;17.07.2025;0;0;0;0;25 735 765,96;0;0;21 819,23;16.07.2025 - 17.07.2025;0;21 819,23;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;18.07.2025;Пост.сог.Мемор №143 Прочие ;18.07.2025;0;0;385 334,31;0;25 350 431,65;0;0;0;;0;21 819,23;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;18.07.2025;Нач.часть пени 80%;18.07.2025;0;0;0;0;25 350 431,65;0;0;9 608,02;18.07.2025 - 18.07.2025;0;31 427,25;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.07.2025;Пост.сог.Мемор №143 Прочие ;21.07.2025;0;0;25 369 322,55;0;0;18 890,90;0;0;;0;31 427,25;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.07.2025;Нач.часть пени 80%;21.07.2025;0;0;0;0;0;0;0;28 392,48;19.07.2025 - 21.07.2025;18 890,90;40 928,83;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.08.2025;С расчета за 7 м.;15.08.2025;31 596 000,00;0;0;0;31 596 000,00;0;0;0;;0;40 928,83;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.08.2025;Пост.сог.Мемор №156 Прочие ;15.08.2025;0;0;158 818,69;0;31 437 181,31;0;0;0;;0;40 928,83;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;20.08.2025;Пост.сог.Мемор №156 Прочие ;20.08.2025;0;0;32 359,85;0;31 404 821,46;0;0;0;;0;40 928,83;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;20.08.2025;Нач.часть пени 80%;20.08.2025;0;0;0;0;31 404 821,46;0;0;58 682,74;16.08.2025 - 20.08.2025;0;99 611,57;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.08.2025;Пост.сог.Мемор №156 Прочие ;21.08.2025;0;0;760 982,13;0;30 643 839,33;0;0;0;;0;99 611,57;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.08.2025;Пост.сог.Мемор №156 Прочие ;21.08.2025;0;0;565 309,21;0;30 078 530,12;0;0;0;;0;99 611,57;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.08.2025;Нач.часть пени 80%;21.08.2025;0;0;0;0;30 078 530,12;0;0;11 724,46;21.08.2025 - 21.08.2025;0;111 336,03;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;22.08.2025;Пост.сог.Мемор №156 Прочие ;22.08.2025;0;0;355 692,56;0;29 722 837,56;0;0;0;;0;111 336,03;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;22.08.2025;Пост.сог.Мемор №156 Прочие ;22.08.2025;0;0;166 381,81;0;29 556 455,75;0;0;0;;0;111 336,03;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;22.08.2025;Нач.часть пени 80%;22.08.2025;0;0;0;0;29 556 455,75;0;0;11 229,32;22.08.2025 - 22.08.2025;0;122 565,35;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;25.08.2025;Пост.сог.Мемор №156 Прочие ;25.08.2025;0;0;119 393,31;0;29 437 062,44;0;0;0;;0;122 565,35;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;25.08.2025;Пост.сог.Мемор №156 Прочие ;25.08.2025;0;0;541 566,22;0;28 895 496,22;0;0;0;;0;122 565,35;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;25.08.2025;Пост.сог.Мемор №156 Прочие ;25.08.2025;0;0;168 391,88;0;28 727 104,34;0;0;0;;0;122 565,35;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;25.08.2025;Нач.часть пени 80%;25.08.2025;0;0;0;0;28 727 104,34;0;0;33 103,23;23.08.2025 - 25.08.2025;0;155 668,58;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;27.08.2025;Пост.сог.Мемор №156 Прочие ;27.08.2025;0;0;440 712,05;0;28 286 392,29;0;0;0;;0;155 668,58;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;27.08.2025;Пост.сог.Мемор №156 Прочие ;27.08.2025;0;0;862 392,42;0;27 423 999,87;0;0;0;;0;155 668,58;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;27.08.2025;Нач.часть пени 80%;27.08.2025;0;0;0;0;27 423 999,87;0;0;21 449,57;26.08.2025 - 27.08.2025;0;177 118,15;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;28.08.2025;Пост.сог.Мемор №156 Прочие ;28.08.2025;0;0;1 456 940,05;0;25 967 059,82;0;0;0;;0;177 118,15;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;28.08.2025;Нач.часть пени 80%;28.08.2025;0;0;0;0;25 967 059,82;0;0;10 238,30;28.08.2025 - 28.08.2025;0;187 356,45;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;29.08.2025;Пост.сог.Мемор №156 Прочие ;29.08.2025;0;0;1 395 182,37;0;24 571 877,45;0;0;0;;0;187 356,45;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;29.08.2025;Пост.сог.Мемор №156 Прочие ;29.08.2025;0;0;315 989,05;0;24 255 888,40;0;0;0;;0;187 356,45;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;29.08.2025;Нач.часть пени 80%;29.08.2025;0;0;0;0;24 255 888,40;0;0;9 694,37;29.08.2025 - 29.08.2025;0;197 050,82;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;02.09.2025;Пост.сог.Мемор №156 Прочие ;02.09.2025;0;0;36 164,70;0;24 219 723,70;0;0;0;;0;197 050,82;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;02.09.2025;Нач.часть пени 80%;02.09.2025;0;0;0;0;24 219 723,70;0;0;36 222,13;30.08.2025 - 02.09.2025;0;233 272,95;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;04.09.2025;Пост.сог.Мемор №156 Прочие ;04.09.2025;0;0;1 140 770,18;0;23 078 953,52;0;0;0;;0;233 272,95;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;04.09.2025;Нач.часть пени 80%;04.09.2025;0;0;0;0;23 078 953,52;0;0;18 084,06;03.09.2025 - 04.09.2025;0;251 357,01;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;05.09.2025;Пост.сог.Мемор №156 Прочие ;05.09.2025;0;0;428 099,61;0;22 650 853,91;0;0;0;;0;251 357,01;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;05.09.2025;Нач.часть пени 80%;05.09.2025;0;0;0;0;22 650 853,91;0;0;8 616,14;05.09.2025 - 05.09.2025;0;259 973,15;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;08.09.2025;Пост.сог.Мемор №156 Прочие ;08.09.2025;0;0;1 350 389,80;0;21 300 464,11;0;0;0;;0;259 973,15;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;08.09.2025;Пост.сог.Мемор №156 Прочие ;08.09.2025;0;0;1 552 206,90;0;19 748 257,21;0;0;0;;0;259 973,15;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;08.09.2025;Пост.сог.Мемор №156 Прочие ;08.09.2025;0;0;434 518,84;0;19 313 738,37;0;0;0;;0;259 973,15;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;08.09.2025;Нач.часть пени 80%;08.09.2025;0;0;0;0;19 313 738,37;0;0;25 368,96;06.09.2025 - 08.09.2025;0;285 342,11;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;09.09.2025;Пост.сог.Мемор №156 Прочие ;09.09.2025;0;0;1 300 282,32;0;18 013 456,05;0;0;0;;0;285 342,11;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;09.09.2025;Пост.сог.Мемор №156 Прочие ;09.09.2025;0;0;18 017 456,05;0;0;4 000,00;0;0;;0;285 342,11;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;09.09.2025;Нач.часть пени 80%;09.09.2025;0;0;0;0;0;0;0;7 210,46;09.09.2025 - 09.09.2025;4 000,00;288 552,57;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.09.2025;С расчета за 8 м.;15.09.2025;31 258 800,00;0;0;0;31 258 800,00;0;0;0;;0;288 552,57;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.09.2025;Пост.сог.Заключ №5362212001 Прочие ;15.09.2025;0;0;288 552,57;0;30 970 247,43;0;0;0;;0;288 552,57;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;18.09.2025;Пост.сог.Мемор №170 Прочие ;18.09.2025;0;0;225 836,61;0;30 744 410,82;0;0;0;;0;288 552,57;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;18.09.2025;Нач.часть пени 80%;18.09.2025;0;0;0;0;30 744 410,82;0;0;34 686,68;16.09.2025 - 18.09.2025;0;323 239,25;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;22.09.2025;Пост.сог.Мемор №170 Прочие ;22.09.2025;0;0;921 127,38;0;29 823 283,44;0;0;0;;0;323 239,25;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;22.09.2025;Пост.сог.Мемор №170 Прочие ;22.09.2025;0;0;1 601 300,80;0;28 221 982,64;0;0;0;;0;323 239,25;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;22.09.2025;Нач.часть пени 80%;22.09.2025;0;0;0;0;28 221 982,64;0;0;45 911,66;19.09.2025 - 22.09.2025;0;369 150,91;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;24.09.2025;Пост.сог.Мемор №170 Прочие ;24.09.2025;0;0;2 126 626,01;0;26 095 356,63;0;0;0;;0;369 150,91;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;24.09.2025;Пост.сог.Мемор №170 Прочие ;24.09.2025;0;0;26 425 109,20;0;0;329 752,57;0;0;;0;369 150,91;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;24.09.2025;Нач.часть пени 80%;24.09.2025;0;0;0;0;0;0;0;21 072,42;23.09.2025 - 24.09.2025;329 752,57;60 470,76;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;09.10.2025;Пост.сог.Заключ №5783534001 Прочие ;08.10.2025;0;0;60 470,76;0;0;0;0;0;;60 470,76;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;09.10.2025;Пост.сог.Заключ №5830631001 Прочие ;09.10.2025;0;0;60 470,76;0;0;60 470,76;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.10.2025;С расчета за 9 м.;15.10.2025;32 854 800,00;0;0;0;32 794 329,24;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.10.2025;Пост.сог.Мемор №194 Прочие ;15.10.2025;0;0;21 914,63;0;32 772 414,61;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;20.10.2025;Пост.сог.Мемор №194 Прочие ;20.10.2025;0;0;33 030,97;0;32 739 383,64;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;20.10.2025;Нач.часть пени 80%;20.10.2025;0;0;0;0;32 739 383,64;0;0;61 175,18;16.10.2025 - 20.10.2025;0;61 175,18;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.10.2025;С перерасчета за 7 м. 2025 г.;21.10.2025;252 000,00;0;0;0;32 991 383,64;0;0;0;;0;61 175,18;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.10.2025;С перерасчета за 8 м. 2025 г.;21.10.2025;0;0;0;0;32 991 383,64;0;0;0;;0;61 175,18;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.10.2025;С перерасчета за 9 м. 2025 г.;21.10.2025;0;0;0;0;32 991 383,64;0;0;0;;0;61 175,18;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.10.2025;Нач. пени по перерасчету 80%;21.10.2025;0;0;0;0;32 991 383,64;0;0;4 658,77;;0;65 833,95;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.10.2025;Нач.часть пени 80%;21.10.2025;0;0;0;0;32 991 383,64;0;0;12 222,70;21.10.2025 - 21.10.2025;0;78 056,65;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;23.10.2025;Пост.сог.Мемор №194 Прочие ;23.10.2025;0;0;32 845 054,40;0;146 329,24;0;0;0;;0;78 056,65;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;23.10.2025;Нач.часть пени 80%;23.10.2025;0;0;0;0;146 329,24;0;0;24 633,57;22.10.2025 - 23.10.2025;0;102 690,22;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;31.10.2025;Пост.сог.Заключ №6014914001 Прочие ;24.10.2025;0;0;249 074,09;0;0;102 744,85;0;0;;0;102 690,22;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;24.10.2025;Нач.часть пени 80%;24.10.2025;0;0;0;0;0;0;0;54,63;24.10.2025 - 24.10.2025;102 744,85;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;11.11.2025;Пост.сог.Мемор №206 Прочие ;11.11.2025;0;0;32 800 000,00;0;0;32 800 000,00;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;11.11.2025;С расчета за 10 м.;17.11.2025;32 783 454,54;0;0;0;0;16 545,46;0;0;;0;0;16 545,46
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.12.2025;С расчета за 11 м.;15.12.2025;29 062 800,00;0;0;0;29 046 254,54;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;15.12.2025;Пост.сог.Мемор №230 Прочие ;15.12.2025;0;0;29 070 000,00;0;0;23 745,46;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;31.12.2025;Сальдо на 31.12.2025 г.;31.12.2025;362 507 682,85;0;394 449 067,31;4 717 881,71;0;23 745,46;0;821 520,69;01.01.2025 - 31.12.2025;1 157 517,06;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;;Сальдо на;01.01.2025;0;0;0;0;25 765 071,95;0;0;0;;0;333 981,58;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;03.01.2025;Пост.сог.Мемор №138 Прочие ;03.01.2025;0;0;49 825,56;0;25 715 246,39;0;0;0;;0;333 981,58;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;03.01.2025;Пост.сог.Мемор №134 Прочие ;03.01.2025;0;0;32 175,80;0;25 683 070,59;0;0;0;;0;333 981,58;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;03.01.2025;Нач.часть пени 80%;03.01.2025;0;0;0;0;25 683 070,59;0;0;18 550,85;02.01.2025 - 03.01.2025;0;352 532,43;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;13.01.2025;Пост.сог.Мемор №138 Прочие ;13.01.2025;0;0;20 171 118,18;0;5 511 952,41;0;0;0;;0;352 532,43;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;13.01.2025;Пост.сог.Мемор №134 Прочие ;13.01.2025;0;0;6 695 069,62;0;0;1 183 117,21;0;0;;0;352 532,43;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;13.01.2025;Нач.часть пени 80%;13.01.2025;0;0;0;0;0;738 125,72;0;92 459,06;04.01.2025 - 13.01.2025;444 991,49;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;28.01.2025;Пост.сог.Мемор №21 Прочие ;28.01.2025;0;0;32 502 000,00;0;0;33 240 125,72;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;30.01.2025;С расчета за 12 м.;17.02.2025;32 501 388,19;0;0;0;0;738 737,53;0;0;;0;0;738 737,53
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.02.2025;С расчета за 1 м.;17.02.2025;28 217 388,18;0;0;0;27 478 650,65;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.02.2025;Пост.сог.Мемор №36 Прочие ;18.02.2025;0;0;1 433 726,12;0;26 044 924,53;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.02.2025;Нач.часть пени 80%;18.02.2025;0;0;0;0;26 044 924,53;0;0;9 892,31;18.02.2025 - 18.02.2025;0;9 892,31;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;21.02.2025;Пост.сог.Мемор №36 Прочие ;21.02.2025;0;0;1 633 382,44;0;24 411 542,09;0;0;0;;0;9 892,31;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;21.02.2025;Нач.часть пени 80%;21.02.2025;0;0;0;0;24 411 542,09;0;0;28 128,52;19.02.2025 - 21.02.2025;0;38 020,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;28.02.2025;Пост.сог.Мемор №36 Прочие ;28.02.2025;0;0;429 372,20;0;23 982 169,89;0;0;0;;0;38 020,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;28.02.2025;Нач.часть пени 80%;28.02.2025;0;0;0;0;23 982 169,89;0;0;61 517,09;22.02.2025 - 28.02.2025;0;99 537,92;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;07.03.2025;Пост.сог.Мемор №36 Прочие ;07.03.2025;0;0;24 723 519,24;0;0;741 349,35;0;0;;0;99 537,92;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;07.03.2025;Нач.часть пени 80%;07.03.2025;0;0;0;0;0;581 376,36;0;60 435,07;01.03.2025 - 07.03.2025;159 972,99;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.03.2025;С расчета за 2 м.;17.03.2025;27 162 701,49;0;0;0;26 581 325,13;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.03.2025;Пост.сог.Мемор №51 Прочие ;18.03.2025;0;0;27 200 000,00;0;0;618 674,87;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;20.03.2025;Пост.сог.Заключ №3057791001 Прочие ;18.03.2025;0;0;7 500 000,00;0;0;8 118 674,87;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.03.2025;Нач.часть пени 80%;18.03.2025;0;0;0;0;0;8 109 105,59;0;9 569,28;18.03.2025 - 18.03.2025;9 569,28;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;19.03.2025;Возв.сог.Заключ №3111507001 Возв.сог.ПРОТОК ;19.03.2025;0;0;0;178 236,81;0;7 930 868,78;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;19.03.2025;Возв.сог.Заключ №3111508001 Возв.сог.ПРОТОК ;19.03.2025;0;0;0;2 160,00;0;7 928 708,78;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.04.2025;С расчета за 3 м.;15.04.2025;27 401 314,61;0;0;0;19 472 605,83;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;16.04.2025;Пост.сог.Мемор №74 Прочие ;16.04.2025;0;0;94 134,76;0;19 378 471,07;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;16.04.2025;Нач.часть пени 80%;16.04.2025;0;0;0;0;19 378 471,07;0;0;7 269,78;16.04.2025 - 16.04.2025;0;7 269,78;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.04.2025;Пост.сог.Мемор №74 Прочие ;17.04.2025;0;0;18 137 884,58;0;1 240 586,49;0;0;0;;0;7 269,78;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.04.2025;Пост.сог.Мемор №74 Прочие ;17.04.2025;0;0;8 979 257,46;0;0;7 738 670,97;0;0;;0;7 269,78;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.04.2025;Нач.часть пени 80%;17.04.2025;0;0;0;0;0;7 724 166,56;0;7 234,63;17.04.2025 - 17.04.2025;14 504,41;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.04.2025;Пост.сог.Мемор №74 Прочие ;18.04.2025;0;0;190 723,20;0;0;7 914 889,76;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;05.05.2025;Возв.сог.Заключ №3519271001 Возв.сог.ПРОТОК ;05.05.2025;0;0;0;7 500 000,00;0;414 889,76;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;12.05.2025;Пост.сог.Мемор №85 Прочие ;12.05.2025;0;0;28 000 000,00;0;0;28 414 889,76;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;14.05.2025;Пост.сог.Мемор №110 Прочие ;14.05.2025;0;0;25 000 000,00;0;0;53 414 889,76;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;14.05.2025;С расчета за 4 м.;15.05.2025;28 002 737,57;0;0;0;0;25 412 152,19;0;0;;0;0;25 412 152,19
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;20.05.2025;Возв.сог.Заключ №4071975001 Возв.сог.ПРОТОК ;20.05.2025;0;0;0;12 957 917,85;0;12 454 234,34;0;0;;0;0;12 454 234,34
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;10.06.2025;Пост.сог.Мемор №121 Прочие ;10.06.2025;0;0;12 475 229,09;0;0;24 929 463,43;0;0;;0;0;12 454 234,34
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;11.06.2025;Пост.сог.Мемор №121 Прочие ;11.06.2025;0;0;2 940 000,00;0;0;27 869 463,43;0;0;;0;0;12 454 234,34
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;13.06.2025;Пост.сог.Мемор №121 Прочие ;13.06.2025;0;0;2 764 770,91;0;0;30 634 234,34;0;0;;0;0;12 454 234,34
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;11.06.2025;С расчета за 5 м.;16.06.2025;30 621 783,18;0;0;0;0;12 451,16;0;0;;0;0;12 451,16
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;24.06.2025;Возв.сог.Заключ №4414018001 Возв.сог.ПРОТОК ;24.06.2025;0;0;0;12 451,16;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.07.2025;С расчета за 6 м.;15.07.2025;29 086 683,20;0;0;0;29 086 683,20;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.07.2025;Пост.сог.Мемор №143 Прочие ;15.07.2025;0;0;107 994,20;0;28 978 689,00;0;0;0;;0;0;0
